[2026-07-12 08:00:06] This is codeql database index-files --include-extension=.xml --include-extension=.wsdd --also-match-lgtm-index-filters --size-limit 10m --language xml -- /home/runner/work/Ansede/Ansede/benchmarks/report/.codeql_dbs/log4j
[2026-07-12 08:00:06] Log file was started late.
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-jakarta-jms/target/publications...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-jakarta-jms/target/publications/maven...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-jakarta-jms/target/generated-sources...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-jakarta-jms/target/generated-sources/annotations...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/src...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/src/test...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/src/test/resources...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/src/test/java...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/src/test/java/org...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/src/test/java/org/apache...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/src/test/java/org/apache/logging...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/src/test/java/org/apache/logging/other...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/src/test/java/org/apache/logging/other/pkg...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/src/test/java/org/apache/logging/slf4j...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/src/test/java/org/apache/logging/slf4j/message...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/src/main...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/src/main/resources...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/src/main/resources/META-INF...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/src/main/resources/META-INF/services...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/src/main/java...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/src/main/java/org...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/src/main/java/org/apache...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/src/main/java/org/apache/logging...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/src/main/java/org/apache/logging/slf4j...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/src/main/java/org/apache/logging/slf4j/message...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/generated-test-sources...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/generated-test-sources/test-annotations...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/classes...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/classes/org...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/classes/org/apache...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/classes/org/apache/logging...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/classes/org/apache/logging/slf4j...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/classes/org/apache/logging/slf4j/message...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/classes/META-INF...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/classes/META-INF/services...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/test-classes...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/test-classes/org...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/test-classes/org/apache...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/test-classes/org/apache/logging...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/test-classes/org/apache/logging/other...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/test-classes/org/apache/logging/other/pkg...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/test-classes/org/apache/logging/slf4j...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/test-classes/org/apache/logging/slf4j/message...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/test-classes/META-INF...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/maven-archiver...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/maven-status...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/maven-status/maven-compiler-plugin...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/maven-status/maven-compiler-plugin/testCompile...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/maven-status/maven-compiler-plugin/testCompile/default-testCompile...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/maven-status/maven-compiler-plugin/compile...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/maven-status/maven-compiler-plugin/compile/default-compile...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/maven-shared-archive-resources...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/maven-shared-archive-resources/META-INF...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/publications...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/publications/maven...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/generated-sources...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-slf4j2-impl/target/generated-sources/annotations...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/LOG4J2-3609...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/scripts...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/LOG4J2-1100...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/bad...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/appender...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/appender/rolling...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/TlsSocketAppenderTest...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/filter...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/rolloverPath...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/org...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/org/apache...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/org/apache/logging...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/org/apache/logging/log4j...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/org/apache/logging/log4j/core...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/org/apache/logging/log4j/core/async...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/org/apache/logging/log4j/core/appender...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/org/apache/logging/log4j/core/appender/db...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/org/apache/logging/log4j/core/appender/db/jdbc...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/org/apache/logging/log4j/core/appender/rolling...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/org/apache/logging/log4j/core/test...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/org/apache/logging/log4j/core/config...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/org/apache/logging/log4j/core/config/xml...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/org/apache/logging/log4j/core/lookup...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/org/apache/logging/log4j/core/impl...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/org/apache/logging/log4j/core/net...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/org/apache/logging/log4j/core/net/ssl...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/config...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/config/MonitorResource...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/perf...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/witness...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/__files...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/logger-config...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/logger-config/LoggerConfig...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/logger-config/AsyncLoggerConfig...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/s p a c e s...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/LOG4J-2195...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/customplugin...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/META-INF...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/META-INF/services...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/GraalVmProcessorTest...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/resources/GraalVmProcessorTest/java...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/foo...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/message...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/async...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/script...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/message...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/time...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/context...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/context/internal...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/appender...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/appender/db...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/appender/db/jdbc...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/appender/routing...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/appender/nosql...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/appender/mom...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/appender/mom/kafka...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/appender/mom/jeromq...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/appender/rolling...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/appender/rolling/action...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/appender/rewrite...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/jackson...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/layout...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/jmx...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/filter...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/test...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/test/appender...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/pattern...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/util...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/util/datetime...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/util/internal...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/util/internal/instant...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/config...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/config/arbiters...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/config/properties...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/config/builder...
[2026-07-12 08:00:07] [PROGRESS] resolve files> Scanning /home/runner/work/Ansede/Ansede/benchmarks/report/.repo_cache/log4j/log4j-core-test/src/test/java/org/apache/logging/log4j/core/config/xml...
